Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
katalon demo,Chrome 121.0.0.0,,,29-01-2024 15:53:48,29-01-2024 15:56:57,3m - 9.182s,PASSED
,,,,,,,
Test Cases/Katalon Demo/login katalon demo,Chrome 121.0.0.0,,,29-01-2024 15:53:48,29-01-2024 15:55:03,1m - 14.276s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,29-01-2024 15:53:49,29-01-2024 15:53:51,2.546s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,29-01-2024 15:53:51,29-01-2024 15:54:58,1m - 6.476s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 121.0.0.0,,,29-01-2024 15:54:58,29-01-2024 15:54:58,0.507s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,29-01-2024 15:54:58,29-01-2024 15:55:00,1.321s,PASSED
"setText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 121.0.0.0,,,29-01-2024 15:55:00,29-01-2024 15:55:00,0.719s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,29-01-2024 15:55:00,29-01-2024 15:55:01,0.504s,PASSED
"takeScreenshotAsCheckpoint(""login katalon demo"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 15:55:01,29-01-2024 15:55:02,0.734s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,29-01-2024 15:55:02,29-01-2024 15:55:03,1.057s,PASSED
,,,,,,,
