Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
katalon demo,Chrome 120.0.0.0,,,23-01-2024 14:36:00,23-01-2024 14:36:56,56.535s,PASSED
,,,,,,,
Test Cases/Katalon Demo/login katalon demo,Chrome 120.0.0.0,,,23-01-2024 14:36:00,23-01-2024 14:36:13,12.852s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,23-01-2024 14:36:00,23-01-2024 14:36:03,3.007s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 120.0.0.0,,,23-01-2024 14:36:03,23-01-2024 14:36:08,5.017s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 120.0.0.0,,,23-01-2024 14:36:08,23-01-2024 14:36:09,0.873s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/a_Login""))",Chrome 120.0.0.0,,,23-01-2024 14:36:09,23-01-2024 14:36:10,0.934s,PASSED
"setText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 120.0.0.0,,,23-01-2024 14:36:10,23-01-2024 14:36:11,0.884s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 120.0.0.0,,,23-01-2024 14:36:11,23-01-2024 14:36:12,0.604s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/button_Login""))",Chrome 120.0.0.0,,,23-01-2024 14:36:12,23-01-2024 14:36:13,1.017s,PASSED
,,,,,,,
Test Cases/Katalon Demo/make appointment katalon demo,Chrome 120.0.0.0,,,23-01-2024 14:36:13,23-01-2024 14:36:19,5.829s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center                            Hongkong CURA Healthcare Center                            Seoul CURA Healthcare Center""), ""Hongkong CURA Healthcare Center"", true)",Chrome 120.0.0.0,,,23-01-2024 14:36:13,23-01-2024 14:36:14,1.041s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 120.0.0.0,,,23-01-2024 14:36:14,23-01-2024 14:36:15,0.376s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_programs""))",Chrome 120.0.0.0,,,23-01-2024 14:36:15,23-01-2024 14:36:15,0.382s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/span_glyphicon glyphicon-calendar""))",Chrome 120.0.0.0,,,23-01-2024 14:36:15,23-01-2024 14:36:16,0.416s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/td_31""))",Chrome 120.0.0.0,,,23-01-2024 14:36:16,23-01-2024 14:36:16,0.496s,PASSED
