Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
mma cms,Chrome 120.0.0.0,,,22-01-2024 11:50:26,22-01-2024 11:51:39,1m - 13.221s,PASSED
,,,,,,,
Test Cases/MMA CMS/login mma cms,Chrome 120.0.0.0,,,22-01-2024 11:50:26,22-01-2024 11:50:35,8.321s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,22-01-2024 11:50:27,22-01-2024 11:50:30,2.760s,PASSED
"navigateToUrl(""http://34.128.87.8:8082/login"")",Chrome 120.0.0.0,,,22-01-2024 11:50:30,22-01-2024 11:50:33,2.979s,PASSED
"setText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_email""), ""admin@indocyber.com"")",Chrome 120.0.0.0,,,22-01-2024 11:50:33,22-01-2024 11:50:34,0.941s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 120.0.0.0,,,22-01-2024 11:50:34,22-01-2024 11:50:34,0.531s,PASSED
"click(findTestObject(""Page_Login  MMA CMS/button_Login""))",Chrome 120.0.0.0,,,22-01-2024 11:50:34,22-01-2024 11:50:35,0.464s,PASSED
,,,,,,,
Test Cases/MMA CMS/role list mma cms,Chrome 120.0.0.0,,,22-01-2024 11:50:35,22-01-2024 11:51:04,29.073s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 11:50:35,22-01-2024 11:50:45,10.084s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Master News  MMA CMS/span_Role List""))",Chrome 120.0.0.0,,,22-01-2024 11:50:45,22-01-2024 11:50:46,1.477s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Tambah                              _2f1eed""))",Chrome 120.0.0.0,,,22-01-2024 11:50:46,22-01-2024 11:50:49,2.742s,PASSED
"setText(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/input_name""), ""test katalon"")",Chrome 120.0.0.0,,,22-01-2024 11:50:49,22-01-2024 11:50:50,1.078s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 11:50:50,22-01-2024 11:50:51,0.512s,PASSED
delay(5),Chrome 120.0.0.0,,,22-01-2024 11:50:51,22-01-2024 11:50:56,5.012s,PASSED
"scrollToElement(findTestObject(""Page_Role List  MMA CMS/Page_Role List  MMA CMS/td_test katalon""), 0)",Chrome 120.0.0.0,,,22-01-2024 11:50:56,22-01-2024 11:50:56,0.362s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Role List  MMA CMS/a_Admin KAF_btnPrivileges""))",Chrome 120.0.0.0,,,22-01-2024 11:50:56,22-01-2024 11:50:57,1.317s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 1""))",Chrome 120.0.0.0,,,22-01-2024 11:50:57,22-01-2024 11:51:00,2.569s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 2""))",Chrome 120.0.0.0,,,22-01-2024 11:51:00,22-01-2024 11:51:00,0.403s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 3""))",Chrome 120.0.0.0,,,22-01-2024 11:51:00,22-01-2024 11:51:01,0.372s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 4""))",Chrome 120.0.0.0,,,22-01-2024 11:51:01,22-01-2024 11:51:01,0.362s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Privilege List  test katalon  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 11:51:01,22-01-2024 11:51:04,2.493s,PASSED
,,,,,,,
Test Cases/MMA CMS/user list mma cms,Chrome 120.0.0.0,,,22-01-2024 11:51:04,22-01-2024 11:51:39,35.424s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 11:51:04,22-01-2024 11:51:14,10.008s,PASSED
"click(findTestObject(""Object Repository/Page_Master News  MMA CMS/a_User List""))",Chrome 120.0.0.0,,,22-01-2024 11:51:14,22-01-2024 11:51:15,1.332s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Tambah                              _98daf2""))",Chrome 120.0.0.0,,,22-01-2024 11:51:15,22-01-2024 11:51:18,2.610s,PASSED
"setText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_name""), ""tes katalon"")",Chrome 120.0.0.0,,,22-01-2024 11:51:18,22-01-2024 11:51:19,1.024s,PASSED
"setText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_email""), ""teskatalon@mail.com"")",Chrome 120.0.0.0,,,22-01-2024 11:51:19,22-01-2024 11:51:19,0.712s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/span_-- Choose Role --""))",Chrome 120.0.0.0,,,22-01-2024 11:51:19,22-01-2024 11:51:20,0.378s,PASSED
delay(5),Chrome 120.0.0.0,,,22-01-2024 11:51:20,22-01-2024 11:51:25,5.011s,PASSED
"setText(findTestObject(""Page_User List  MMA CMS/Page_User List  MMA CMS/input_Save_select2-search__field""), ""test katalon"")",Chrome 120.0.0.0,,,22-01-2024 11:51:25,22-01-2024 11:51:26,0.662s,PASSED
"click(findTestObject(""Page_User List  MMA CMS/Page_User List  MMA CMS/li_test katalon""))",Chrome 120.0.0.0,,,22-01-2024 11:51:26,22-01-2024 11:51:26,0.468s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_password""), ""bYWZAF/DppUKN6LjEF/V9A=="")",Chrome 120.0.0.0,,,22-01-2024 11:51:26,22-01-2024 11:51:27,0.538s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 11:51:27,22-01-2024 11:51:27,0.375s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 11:51:27,22-01-2024 11:51:37,10.006s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Log out""))",Chrome 120.0.0.0,,,22-01-2024 11:51:37,22-01-2024 11:51:39,1.887s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,22-01-2024 11:51:39,22-01-2024 11:51:39,0.264s,PASSED
