Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
katalon demo,Chrome 121.0.0.0,,,30-01-2024 07:28:51,30-01-2024 07:31:17,2m - 25.718s,PASSED
,,,,,,,
Test Cases/Katalon Demo/login katalon demo,Chrome 121.0.0.0,,,30-01-2024 07:28:51,30-01-2024 07:29:02,10.923s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,30-01-2024 07:28:52,30-01-2024 07:28:55,2.895s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 121.0.0.0,,,30-01-2024 07:28:55,30-01-2024 07:28:58,3.005s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 121.0.0.0,,,30-01-2024 07:28:58,30-01-2024 07:28:58,0.494s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/a_Login""))",Chrome 121.0.0.0,,,30-01-2024 07:28:58,30-01-2024 07:28:59,0.852s,PASSED
"setText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 121.0.0.0,,,30-01-2024 07:28:59,30-01-2024 07:29:00,0.885s,PASSED
"setEncryptedText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 121.0.0.0,,,30-01-2024 07:29:00,30-01-2024 07:29:00,0.522s,PASSED
"takeScreenshotAsCheckpoint(""login katalon demo"", STOP_ON_FAILURE)",Chrome 121.0.0.0,,,30-01-2024 07:29:00,30-01-2024 07:29:01,0.740s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/button_Login""))",Chrome 121.0.0.0,,,30-01-2024 07:29:01,30-01-2024 07:29:02,1.026s,PASSED
,,,,,,,
Test Cases/Katalon Demo/make appointment katalon demo,Chrome 121.0.0.0,,,30-01-2024 07:29:02,30-01-2024 07:29:18,16.239s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/select_Tokyo""), ""Hongkong CURA Healthcare Center"", true)",Chrome 121.0.0.0,,,30-01-2024 07:29:03,30-01-2024 07:29:04,1.070s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 121.0.0.0,,,30-01-2024 07:29:04,30-01-2024 07:29:04,0.358s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/input_programs""))",Chrome 121.0.0.0,,,30-01-2024 07:29:04,30-01-2024 07:29:04,0.394s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/span_glyphicon glyphicon-calendar""))",Chrome 121.0.0.0,,,30-01-2024 07:29:04,30-01-2024 07:29:05,0.362s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/td_31""))",Chrome 121.0.0.0,,,30-01-2024 07:29:05,30-01-2024 07:29:05,0.479s,PASSED
"setText(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/textarea_comment""), ""tes katalon demo"")",Chrome 121.0.0.0,,,30-01-2024 07:29:05,30-01-2024 07:29:06,0.782s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 121.0.0.0,,,30-01-2024 07:29:06,30-01-2024 07:29:16,9.762s,PASSED
"verifyTextPresent(""Appointment Confirmation"", false)",Chrome 121.0.0.0,,,30-01-2024 07:29:16,30-01-2024 07:29:16,0.543s,PASSED
"takeScreenshotAsCheckpoint(""appointment katalon demo"")",Chrome 121.0.0.0,,,30-01-2024 07:29:16,30-01-2024 07:29:17,0.415s,PASSED
"click(findTestObject(""Object Repository/katalon demo/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 121.0.0.0,,,30-01-2024 07:29:17,30-01-2024 07:29:18,1.692s,PASSED
,,,,,,,
