Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
mma cms,Chrome 120.0.0.0,,,22-01-2024 18:34:03,22-01-2024 18:35:12,1m - 8.556s,PASSED
,,,,,,,
Test Cases/MMA CMS/login mma cms,Chrome 120.0.0.0,,,22-01-2024 18:34:03,22-01-2024 18:34:10,6.995s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,22-01-2024 18:34:04,22-01-2024 18:34:07,2.820s,PASSED
"navigateToUrl(""http://34.128.87.8:8082/login"")",Chrome 120.0.0.0,,,22-01-2024 18:34:07,22-01-2024 18:34:09,1.861s,PASSED
"setText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_email""), ""admin@indocyber.com"")",Chrome 120.0.0.0,,,22-01-2024 18:34:09,22-01-2024 18:34:09,0.907s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 120.0.0.0,,,22-01-2024 18:34:09,22-01-2024 18:34:10,0.485s,PASSED
"click(findTestObject(""Page_Login  MMA CMS/button_Login""))",Chrome 120.0.0.0,,,22-01-2024 18:34:10,22-01-2024 18:34:10,0.502s,PASSED
,,,,,,,
Test Cases/MMA CMS/role list mma cms,Chrome 120.0.0.0,,,22-01-2024 18:34:10,22-01-2024 18:34:37,26.795s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 18:34:11,22-01-2024 18:34:21,10.070s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Master News  MMA CMS/span_Role List""))",Chrome 120.0.0.0,,,22-01-2024 18:34:21,22-01-2024 18:34:22,0.724s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Tambah                              _2f1eed""))",Chrome 120.0.0.0,,,22-01-2024 18:34:22,22-01-2024 18:34:24,2.742s,PASSED
"setText(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/input_name""), ""test katalon"")",Chrome 120.0.0.0,,,22-01-2024 18:34:24,22-01-2024 18:34:25,0.971s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 18:34:25,22-01-2024 18:34:26,0.368s,PASSED
delay(5),Chrome 120.0.0.0,,,22-01-2024 18:34:26,22-01-2024 18:34:31,5.018s,PASSED
"scrollToElement(findTestObject(""Page_Role List  MMA CMS/Page_Role List  MMA CMS/td_test katalon""), 0)",Chrome 120.0.0.0,,,22-01-2024 18:34:31,22-01-2024 18:34:31,0.344s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Role List  MMA CMS/a_Admin KAF_btnPrivileges""))",Chrome 120.0.0.0,,,22-01-2024 18:34:31,22-01-2024 18:34:32,0.943s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 1""))",Chrome 120.0.0.0,,,22-01-2024 18:34:32,22-01-2024 18:34:34,1.536s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 2""))",Chrome 120.0.0.0,,,22-01-2024 18:34:34,22-01-2024 18:34:34,0.502s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 3""))",Chrome 120.0.0.0,,,22-01-2024 18:34:34,22-01-2024 18:34:34,0.358s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 4""))",Chrome 120.0.0.0,,,22-01-2024 18:34:34,22-01-2024 18:34:35,0.363s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Privilege List  test katalon  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 18:34:35,22-01-2024 18:34:37,2.511s,PASSED
,,,,,,,
Test Cases/MMA CMS/user list mma cms,Chrome 120.0.0.0,,,22-01-2024 18:34:37,22-01-2024 18:35:12,34.366s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 18:34:37,22-01-2024 18:34:47,10.017s,PASSED
"click(findTestObject(""Object Repository/Page_Master News  MMA CMS/a_User List""))",Chrome 120.0.0.0,,,22-01-2024 18:34:47,22-01-2024 18:34:48,0.782s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Tambah                              _98daf2""))",Chrome 120.0.0.0,,,22-01-2024 18:34:48,22-01-2024 18:34:51,2.598s,PASSED
"setText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_name""), ""tes katalon"")",Chrome 120.0.0.0,,,22-01-2024 18:34:51,22-01-2024 18:34:52,1.025s,PASSED
"setText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_email""), ""teskatalon@mail.com"")",Chrome 120.0.0.0,,,22-01-2024 18:34:52,22-01-2024 18:34:53,0.698s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/span_-- Choose Role --""))",Chrome 120.0.0.0,,,22-01-2024 18:34:53,22-01-2024 18:34:53,0.374s,PASSED
delay(5),Chrome 120.0.0.0,,,22-01-2024 18:34:53,22-01-2024 18:34:58,5.014s,PASSED
"setText(findTestObject(""Page_User List  MMA CMS/Page_User List  MMA CMS/input_Save_select2-search__field""), ""test katalon"")",Chrome 120.0.0.0,,,22-01-2024 18:34:58,22-01-2024 18:34:59,0.754s,PASSED
"click(findTestObject(""Page_User List  MMA CMS/Page_User List  MMA CMS/li_test katalon""))",Chrome 120.0.0.0,,,22-01-2024 18:34:59,22-01-2024 18:34:59,0.501s,PASSED
