Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
mma cms,Chrome 120.0.0.0,,,22-01-2024 11:06:29,22-01-2024 11:07:43,1m - 14.180s,PASSED
,,,,,,,
Test Cases/MMA CMS/login mma cms,Chrome 120.0.0.0,,,22-01-2024 11:06:30,22-01-2024 11:06:39,9.028s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,22-01-2024 11:06:30,22-01-2024 11:06:33,2.813s,PASSED
"navigateToUrl(""http://34.128.87.8:8082/login"")",Chrome 120.0.0.0,,,22-01-2024 11:06:33,22-01-2024 11:06:37,3.769s,PASSED
"setText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_email""), ""admin@indocyber.com"")",Chrome 120.0.0.0,,,22-01-2024 11:06:37,22-01-2024 11:06:38,0.880s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 120.0.0.0,,,22-01-2024 11:06:38,22-01-2024 11:06:38,0.502s,PASSED
"click(findTestObject(""Page_Login  MMA CMS/button_Login""))",Chrome 120.0.0.0,,,22-01-2024 11:06:38,22-01-2024 11:06:39,0.570s,PASSED
,,,,,,,
Test Cases/MMA CMS/role list mma cms,Chrome 120.0.0.0,,,22-01-2024 11:06:39,22-01-2024 11:07:07,28.612s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 11:06:39,22-01-2024 11:06:49,10.095s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Master News  MMA CMS/span_Role List""))",Chrome 120.0.0.0,,,22-01-2024 11:06:49,22-01-2024 11:06:51,1.597s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Tambah                              _2f1eed""))",Chrome 120.0.0.0,,,22-01-2024 11:06:51,22-01-2024 11:06:53,2.728s,PASSED
"setText(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/input_name""), ""test katalon"")",Chrome 120.0.0.0,,,22-01-2024 11:06:53,22-01-2024 11:06:54,1.021s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 11:06:54,22-01-2024 11:06:55,0.417s,PASSED
delay(5),Chrome 120.0.0.0,,,22-01-2024 11:06:55,22-01-2024 11:07:00,5.007s,PASSED
"click(findTestObject(""Page_Privilege List  tes katalon  MMA CMS/Page_Role List  MMA CMS/a_Name_btnPrivileges""))",Chrome 120.0.0.0,,,22-01-2024 11:07:00,22-01-2024 11:07:01,1.366s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 1""))",Chrome 120.0.0.0,,,22-01-2024 11:07:01,22-01-2024 11:07:04,2.494s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 2""))",Chrome 120.0.0.0,,,22-01-2024 11:07:04,22-01-2024 11:07:04,0.347s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 3""))",Chrome 120.0.0.0,,,22-01-2024 11:07:04,22-01-2024 11:07:04,0.358s,PASSED
"click(findTestObject(""Page_Role List  MMA CMS/Page_Privilege List  tes katalon  MMA CMS/label 4""))",Chrome 120.0.0.0,,,22-01-2024 11:07:04,22-01-2024 11:07:05,0.371s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Privilege List  test katalon  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 11:07:05,22-01-2024 11:07:07,2.484s,PASSED
,,,,,,,
Test Cases/MMA CMS/user list mma cms,Chrome 120.0.0.0,,,22-01-2024 11:07:07,22-01-2024 11:07:43,36.023s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 11:07:07,22-01-2024 11:07:17,10.020s,PASSED
"click(findTestObject(""Object Repository/Page_Master News  MMA CMS/a_User List""))",Chrome 120.0.0.0,,,22-01-2024 11:07:17,22-01-2024 11:07:19,1.608s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Tambah                              _98daf2""))",Chrome 120.0.0.0,,,22-01-2024 11:07:19,22-01-2024 11:07:22,2.649s,PASSED
"setText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_name""), ""tes katalon"")",Chrome 120.0.0.0,,,22-01-2024 11:07:22,22-01-2024 11:07:23,1.045s,PASSED
"setText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_email""), ""teskatalon@mail.com"")",Chrome 120.0.0.0,,,22-01-2024 11:07:23,22-01-2024 11:07:23,0.750s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/span_-- Choose Role --""))",Chrome 120.0.0.0,,,22-01-2024 11:07:23,22-01-2024 11:07:24,0.379s,PASSED
delay(5),Chrome 120.0.0.0,,,22-01-2024 11:07:24,22-01-2024 11:07:29,5.013s,PASSED
"setText(findTestObject(""Page_User List  MMA CMS/Page_User List  MMA CMS/input_Save_select2-search__field""), ""test katalon"")",Chrome 120.0.0.0,,,22-01-2024 11:07:29,22-01-2024 11:07:30,0.684s,PASSED
"click(findTestObject(""Page_User List  MMA CMS/Page_User List  MMA CMS/li_test katalon""))",Chrome 120.0.0.0,,,22-01-2024 11:07:30,22-01-2024 11:07:30,0.476s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_User List  MMA CMS/input_password""), ""bYWZAF/DppUKN6LjEF/V9A=="")",Chrome 120.0.0.0,,,22-01-2024 11:07:30,22-01-2024 11:07:31,0.534s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Save""))",Chrome 120.0.0.0,,,22-01-2024 11:07:31,22-01-2024 11:07:31,0.355s,PASSED
delay(10),Chrome 120.0.0.0,,,22-01-2024 11:07:31,22-01-2024 11:07:41,10.009s,PASSED
"click(findTestObject(""Object Repository/Page_User List  MMA CMS/button_Log out""))",Chrome 120.0.0.0,,,22-01-2024 11:07:41,22-01-2024 11:07:43,2.042s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,22-01-2024 11:07:43,22-01-2024 11:07:43,0.301s,PASSED
