Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
mma cms,Chrome 120.0.0.0,,,19-01-2024 11:21:45,19-01-2024 11:22:57,1m - 12.252s,PASSED
,,,,,,,
Test Cases/login mma cms,Chrome 120.0.0.0,,,19-01-2024 11:21:45,19-01-2024 11:21:55,10.528s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,19-01-2024 11:21:46,19-01-2024 11:21:51,4.626s,PASSED
"navigateToUrl(""http://34.128.87.8:8082/login"")",Chrome 120.0.0.0,,,19-01-2024 11:21:51,19-01-2024 11:21:53,1.788s,PASSED
"setText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_email""), ""admin@indocyber.com"")",Chrome 120.0.0.0,,,19-01-2024 11:21:53,19-01-2024 11:21:54,1.323s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login  MMA CMS/input_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 120.0.0.0,,,19-01-2024 11:21:54,19-01-2024 11:21:55,0.807s,PASSED
"click(findTestObject(""Page_Login  MMA CMS/button_Login""))",Chrome 120.0.0.0,,,19-01-2024 11:21:55,19-01-2024 11:21:55,0.561s,PASSED
,,,,,,,
Test Cases/role list mma cms,Chrome 120.0.0.0,,,19-01-2024 11:21:55,19-01-2024 11:22:22,26.837s,PASSED
delay(10),Chrome 120.0.0.0,,,19-01-2024 11:21:56,19-01-2024 11:22:06,10.130s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Master News  MMA CMS/span_Role List""))",Chrome 120.0.0.0,,,19-01-2024 11:22:06,19-01-2024 11:22:07,0.951s,PASSED
"click(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/button_Tambah                              _2f1eed""))",Chrome 120.0.0.0,,,19-01-2024 11:22:07,19-01-2024 11:22:09,1.577s,PASSED
"setText(findTestObject(""Object Repository/Page_Role List  MMA CMS/Page_Role List  MMA CMS/input_name""), ""test katalon"")",Chrome 120.0.0.0,,,19-01-2024 11:22:09,19-01-2024 11:22:10,1.572s,PASSED
